Firma Adı;Konum;Resim Yolu;Telefon;E-Posta;Hakkımızda;Kuruluş Yılı;Ücret Aralığı;Kapalı Alan;Açık Alan;Özellikler
Ada Playhouse;Afyonkarahisar Merkez / Afyonkarahisar;kurum_galeri/adaplayhouse_1770962090.jpg;+905325803303;iletisim@oyungruplari.com;Ada Playhouse – Afyon’un İlk Oyun Evi & Kafe Konseptli Oyun Alanı Ada Playhouse (Ada Oyun Evi), Afyonkarahisar’ın ilk oyun evi kafe konseptli çocuk gelişim ve sosyalleşme alanıdır. Uydukent , selçuklu mahallesi, Güneş Hatun Caddesi üzerinde yer alan merkezimizde, çocuklar için güvenli ve eğlenceli bir serbest oyun alanı sunulmaktadır. Oyun ablası eşliğinde yürütülen aktivitelerle çocuklar hem özgürce oyun oynar hem de sosyalleşme, iletişim ve motor becerilerini geliştirir. Her yaş grubuna özel hazırlanan oyun gruplarımız, uzman ana sınıfı öğretmenlerimiz tarafından planlanmakta ve yürütülmektedir. 18 aydan 60 aya kadar farklı yaş aralıklarına hitap eden programlarımızla çocukların gelişimsel ihtiyaçlarına uygun destek sağlanmaktadır. Ada Playhouse, Afyon’da çocuklar için eğitici ve eğlenceli bir oyun deneyimi arayan ailelerin ilk tercihi olmayı sürdürmektedir.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Montesorri, Çocuk Parkı
Yumurcak Oyun evi;Sincan / Ankara;kurum_galeri/yumurcakoyunevi_1770962091.jpg;+905516733738;iletisim@oyungruplari.com;"Çocuklarınızın özgürce oynayıp keşfedeceği , ebeveynlerin ise keyifle vakit geçireceği atölye programımız çocukların yaş ve gelişimlerine uygun olarak tasarlanır.Her atölyede merak uyandıran çocukların özgün çalışmalar yapabileceği ve oyunlar oynayabilecekleri farklı temalar ve içerikler olur. aktif bir şekilde sosyalleşerek kazanımlar desteklenir. •Grup etkinliklerimiz 12-60 Ay arası çocuklar için;   Duyusal oyunlar, Sanat etkinlikleri,Hikaye ve Müzik zamanı , Serbest oyun şeklinde programımız mevcuttur •Atölye sürecimiz ortalama   12/24 ay 60 dakika 24/60 ay arası 90 dakika •Ebeveynler için cafemiz mevcuttur.";;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Muzik, Yaratıcı Drama, Kamera, Montesorri, Waldorf, Kodlama, Çocuk Parkı
Carpe Diem Psikoloji;Kayapınar / Diyarbakır;kurum_galeri/carpediempsikoloji_1770962093.jpg;+905309936321;iletisim@oyungruplari.com;Carpe Diem Psikoloji olarak Diyarbakır Kayapınar bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Kayapınar oyun grubu. Diyarbakır oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yaratıcı Drama, Güvenlik, Montesorri, Waldorf, Reggio Emilia, PYP, High Scope, Bank Street, Aile Daışmanı, Psikolojik
Duru kids Oyun Atölyesi;Patnos / Ağrı;kurum_galeri/durukidsoyunatölyesi_1770962094.jpg;+905446400419;iletisim@oyungruplari.com;🌟 Gelişim Odaklı Atölyeler 👼 Oyun Grupları 🐣 12 Aydan 6 Yaşa Kadar 🐥;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Pilates, Bale, Dans, Muzik, Orff, Yaratıcı Drama, Montesorri, Waldorf, Reggio Emilia, High Scope, Yabancı Dil, Kodlama, Satranç, Bahce
Nunuu Oyun ve Parti Evi;Başakşehir / İstanbul;kurum_galeri/nunuuoyunvepartievi_1770962096.jpg;+905313304980;iletisim@oyungruplari.com;Nunuu Oyun ve Parti Evi olarak İstanbul Başakşehir bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Başakşehir oyun grubu. İstanbul oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Jimnastik, Muzik, Montesorri, Waldorf, Reggio Emilia
Kristal Akademi;Düzce Merkez / Düzce;kurum_galeri/kristalakademi_1770962097.jpg;+905380155099;iletisim@oyungruplari.com;Hareket eğitimi ve temel cimnastik Her yaş grubu yüzme Yetişkin boks karate taekwondo Yetişkin stepaerobik;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Yüzme, Dans, Muzik, Kamera, Havuz
MaghaLife;Şile / İstanbul;kurum_galeri/maghalife_1770962099.jpg;+905342015153;iletisim@oyungruplari.com;Çocuk Oyun grupları ile deneyimi hissedin.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Güvenlik, Kamera, Servis, Havuz, Bahce, Çocuk Parkı, Konferans, Aile Daışmanı, Psikolojik
Veratölye Çocuk Oyun Atölyesi;Bahçelievler / İstanbul;kurum_galeri/veratölyeçocukoyunatölyesi_1770962100.jpg;+905333610718;iletisim@oyungruplari.com;Nihal Terazi olarak, çocuk oyun atölyemizde sizleri ağırlamaktan mutluluk duyuyorum. 8 yıllık okul öncesi öğretmenlik deneyimimle, çocukların gelişimlerini destekleyen eğlenceli ve öğretici aktiviteler sunmayı hedefliyorum. Atölyemizde, çocuklar hem öğrenip hem de oynayarak keyifli zaman geçirecekler. Gelin, birlikte eğlenceli ve öğretici bir yolculuğa çıkalım!;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, Jimnastik, Dans, Muzik, Yaratıcı Drama, Kamera, Servis Ögretmeni, Montesorri, Bahce
Dünya Çocuk Akademisi Anaokulu;Sarıyer / İstanbul;varsayilan.jpg;+905395198491;iletisim@oyungruplari.com;Dünya Çocuk Akademisi Anaokulu olarak İstanbul Sarıyer bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Sarıyer oyun grubu. İstanbul oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Yüzme, Dans, Muzik, Kamera, Servis, Yemek, Yabancı Dil, Kodlama, Havuz, Bahce, Çocuk Parkı, Konferans, Aile Daışmanı
Bambola Oyun Evi;Çankaya / Ankara;kurum_galeri/bambolaoyunevi_1770962102.jpg;+905426416608;iletisim@oyungruplari.com;BAMBOLA oyun evimizde yaratıcı ve geliştirici oyun gruplarımız sayesinde çocuklarımız ile birlikte hem öğreniyoruz hem de eğleniyoruz.Ayrıca muhteşem doğum günü partilerine de ev sahipliği yapıyoruz. Çankaya merkez bölgesinde eşsiz serbest oyun alanımız sayesinde çocuklarımız ile çok keyifli ve verimli saatler geçiriyoruz. Yetişkinler için yiyecek ve içecek hizmeti sunduğumuz harika bir alanımızda mevcut.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Yoga, Dans, Muzik, Yaratıcı Drama, Güvenlik, Kamera, High Scope, Creative Cirriculum, Yabancı Dil, Havuz, Çocuk Parkı, Konferans, Aile Daışmanı, Psikolojik
Navira Akademi;Ümraniye / İstanbul;kurum_galeri/naviraakademi_1770962104.jpg;+905431323336;iletisim@oyungruplari.com;Navira Akademi, bireylerin gelişim yolculuklarında yanlarında olmak için uzman ve yenilikçi bir yaklaşım sunar. Ergoterapi, Floortime, oyun terapisi, özel eğitim ve dil-konuşma terapisi ,Oyun Grupları gibi alanlarda, her bireyin ihtiyaçlarına özel çözümler geliştirir. Uzman Kadro Deneyimli ve alanında uzman terapistlerimizle kaliteli ve güvenilir bir eğitim süreci. Bireyselleştirilmiş Yaklaşım Her bireyin gelişim yolculuğu eşsizdir. Navira Akademi, ihtiyaçlara özel çözümler sunar. Bilimsel Yöntemler Eğitim programlarımız, bilimsel temellere dayalı ve uluslararası standartlara uygun olarak hazırlanır. Oyunla Öğrenme Eğlenceli ve etkili öğrenme yöntemleriyle çocukların doğal gelişimini destekler. Modern Yaklaşım En güncel terapi yöntemlerini ve eğitim tekniklerini kullanarak fark yaratır. Aileyle İş Birliği Çocukların gelişim sürecinde aileleri aktif bir şekilde dahil ederek, evde de desteklenebilir çözümler sunar.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Dans, Muzik, Yaratıcı Drama, Kamera, Montesorri, Waldorf, Reggio Emilia, PYP, High Scope, Bank Street, Cooperative, Creative Cirriculum, Yabancı Dil, Aile Daışmanı, Psikolojik
Ekim Psikoloji Eğitim ve Dan.Mrk;Serdivan / Sakarya;kurum_galeri/ekimpsikolojieğitimvedanmrk_1770962106.jpg;+905367777169;iletisim@oyungruplari.com;Sakarya Serdivan’da 1,5 yıldır hizmet veren Ekim Psikoloji, çocuk, ergen ve yetişkinlere yönelik psikoterapi desteği sunmanın yanı sıra,  çocuk oyun atölyeleri  ile miniklerin gelişim yolculuğuna katkıda bulunuyor. Oyun Atölyelerimizde: Çocukların duygusal, bilişsel ve sosyal becerileri desteklenir, Yaratıcılık ve problem çözme yetenekleri gelişir, Çocuklar güvenli bir ortamda öğrenirken eğlenir. Uzman Kadromuz:  Çocuk gelişim uzmanı, okul öncesi öğretmeni ve klinik psikologlardan oluşan ekibimizle çocuklarınızın yanında olmaktan mutluluk duyuyoruz. Ekim Psikoloji –  Sağlıklı bireyler, mutlu nesiller için buradayız!;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Yaratıcı Drama, Montesorri, Reggio Emilia, Yabancı Dil, Psikolojik
Hayal Atölyem;Pendik / İstanbul;varsayilan.jpg;+905468409858;iletisim@oyungruplari.com;Oyun grupları,bireysel oyun ablalığı,özel eğitim ögrencileri ile bireysel çalışmalar ve oyun terapisi hizmeti yapilmaktadır.;;;;;Psikolojik
Monti Kids;Etimesgut / Ankara;varsayilan.jpg;+905550402530;iletisim@oyungruplari.com;Ebeveyn katılımlı oyun ve atölye grupları;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Güvenlik, Montesorri, Waldorf, Reggio Emilia
Mavi Pembe Anaokulu - Esenyurt;Esenyurt / İstanbul;kurum_galeri/mavipembeanaokuluesenyurt_1770962109.jpg;+902126792504;iletisim@oyungruplari.com;"Mavi Pembe Anaokulu 2006 yılından beri   Beylikdüzü  ve  Esenyurt  bölgelerinde faaliyet gösteren  Mavi Pembe Anaokulu , çocuklara güvenli, sevgi dolu ve modern bir eğitim ortamı sunar. Müstakil villa binasında yer alan okulumuzda, yaş gruplarına özel sınıflar, çift dilli (Türkçe–İngilizce) eğitim modeli ve deneyimli öğretmen kadromuzla her çocuğun gelişim süreci titizlikle takip edilir. Eğitim programımız;  İngilizce, İspanyolca, Robotik Kodlama, Satranç, Müzik, Ritim, Drama, Modern Dans ,  Oyun Grupları  ve  Spor Kulüpleri  gibi branşlarla zenginleştirilmiştir. Uzman psikolog ve rehberlik hizmetimizle çocuklarımızın duygusal ve sosyal gelişimini de destekliyoruz. Mavi Pembe Anaokulu – Mutlu çocuklar, güçlü bir gelecek. 📍 Beylikdüzü • Esenyurt";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Pilates, Tenis, Yoga, Yüzme, Dans, Muzik, Orff, Yaratıcı Drama, Güvenlik, Kamera, Servis, Servis Ögretmeni, Yemek, Montesorri, Waldorf, Reggio Emilia, PYP, High Scope, Yabancı Dil, Kodlama, Satranç, Bahce, Çocuk Parkı, Psikolojik
Tomris Çocuk Gelişim Atölyesi;Körfez / Kocaeli;kurum_galeri/tomrisçocukgelişimatölyesi_1770962110.jpg;+905533999706;iletisim@oyungruplari.com;"""Tomris Çocuk Çocuk Gelişim Atölyesi, uzman Gül DENİZ ÖZGÜL ile yılların bilgi ve birikimini harmanlayarak profesyonel anlamda geleceğimizin güneşleri olan çocuklarımızın gelişimsel takiplerini uzman gözüyle yapabilmek ve bu süreci eğlenceli bir hale getirip oyunlarla ve rekreatif etkinliklerle kaliteli vakit geçirecek şekilde tamamlayabilmek adına faaliyet göstermektedir.  Normal ve özel gereksinimli bireylere yönelik oyun terapi ve oyun grupları ile gelişimsel atölye etkinlikleri uygulanmaktadır.  Hedef Gruplarımız Okul öncesi (0-6 yaş) çocukların bedensel, zihinsel ve duygusal gelişimini izleyerek, yaratıcı, özgüvenli ve sosyal becerileri gelişmiş bireyler olmalarını hedefliyoruz. Özel gereksinimli çocuklarımızın sosyal, duygusal ve bilişsel gelişimlerini desteklemek amacıyla oyun grupları ve bireysel oyun terapileri sunuyoruz. Uyguladığımız Programlar DENVER-II Tarama Testi  Atölyemizde, okul öncesi (0-6 yaş) dönemdeki çocukların gelişim seviyesini değerlendirmek amacıyla DENVER-II gelişimsel tarama testi uyguluyoruz. MOXO Dikkat Testi Atölyemizde, 6 yaş ve üzeri yaştaki çocuklar için dikkat, zamanlama, dürtüsellik ve hiperaktivite performansını ölçen Moxo dikkat testi uyguluyoruz. Danışmanlık :  Danışmanlık hizmetimiz ile çocuklarınızın fiziksel, zihinsel ve duygusal gelişimini destekliyor, bireysel ihtiyaçlara özel programlar ve aile rehberliği sunuyoruz. Etkinlikler  (oyun grubu ve oyun terapisi ): Okul öncesi (0-6 yaş) çocukların bedensel, zihinsel ve duygusal gelişimini izleyerek, yaratıcı, özgüvenli ve sosyal becerileri gelişmiş bireyler olmalarını hedefliyoruz. Uzm gül deniz özgül kimdir.  çocuk gelişimci beden eğitimi öğretmeni rekreasyon uzmanı özel eğitimci oyun terapisti özel eğitim ve rehabilitasyon sektöründe 10 yılı yöneticilik olmak üzere 22 yıllık tecrübesi ile Tomris ÇGA da Danışmanlık Hizmeti sunmaktadır.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Dans, Muzik, Yaratıcı Drama, Güvenlik, Kamera, Montesorri, Waldorf, Reggio Emilia, Yabancı Dil, Kodlama, Satranç, Bahce, Çocuk Parkı, Aile Daışmanı
Pera Play;Altıeylül / Balıkesir;kurum_galeri/peraplay_1770962112.jpg;+905350503523;iletisim@oyungruplari.com;🧸Oyun Grupları 👨;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Jimnastik, Yoga, Dans, Muzik, Kamera, Çocuk Parkı
Betüş Oyun Evi;Pendik / İstanbul;kurum_galeri/betüşoyunevi_1770962113.jpg;+905359612625;iletisim@oyungruplari.com;Betüş oyunevi 140 m2 alana sahip büyük bir oyunevi ile hizmetinizdedir. İçerisinde kum havuzu 15 kişilik büyüklüğünde olup softplay oyun alanı dahada geniş alana sahiptir. 6 tane tırmanma duvarı vardır günümüzde hareketsiz kalan çocuklarımıza ilaç gibi gelen ve oynarkende eğlenen tırmanan çocuklar gün sonunda yorulmuş evde mışıl mışıl uyuyor olacaklardır.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Güvenlik, Kamera, Servis, Çocuk Parkı
Filifu Cafe N' Play;Maltepe / İstanbul;kurum_galeri/filifucafenplay_1770962114.jpg;+905441428350;iletisim@oyungruplari.com;Filifu Cafe N' Play | Çocuklu Aileler İçin Eğlenceli ve Konforlu Bir Mekan Filifu Cafe N' Play, çocuklu aileler için özel olarak tasarlanmış, deniz manzaralı bir kafe ve restorandır. Çocukların eğlenceli ve güvenli vakit geçirebileceği iki özel oyun alanı bulunmaktadır: tuz odası ve top havuzu. Bu alanlarda, deneyimli oyun ablalarımız sürekli hizmet vermekte ve çocukların güvenliğini sağlamaktadır. Mekanımızda, dünya mutfağından lezzetler, serpme kahvaltı, ev yemekleri, tatlı çeşitleri ve kahve seçenekleri ile geniş bir menü sunuyoruz. Her damak tadına hitap eden menümüz, misafirlerimizin hem damak zevkine hem de rahatlığına hitap eder. Ayrıca, geniş özel otoparkımız, açık teras alanımız ve iç mekan şömine keyfi ile misafirlerimize rahat ve konforlu bir deneyim sunuyoruz. Filifu Cafe N' Play, çocukların eğlenceli vakit geçirip ailelerin rahatça dinlenebileceği bir mekan olarak öne çıkmaktadır. Filifu Cafe N' Play, çocukların gelişimini desteklemek amacıyla çeşitli ücretsiz etkinlikler düzenlemektedir. Bu etkinlikler arasında sihirbazlık gösterisi, kukla gösterisi, kukla atölyesi, seramik atölyesi, İngilizce atölyesi ve ücretsiz çocuk tiyatrosu yer almaktadır. Etkinliklerimiz, çocukların yaratıcılıklarını geliştirmelerine olanak tanırken, ailelerin de keyifli bir gün geçirmesini sağlamaktadır. Ayrıca, doğum günü partileri ve özel etkinlikler için de mükemmel bir ortam sunuyoruz. Filifu Cafe N' Play, hem çocukların hem de yetişkinlerin unutulmaz anılar biriktirebileceği, keyifli zaman geçirebileceği eşsiz bir buluşma noktasıdır.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Dans, Muzik, Yaratıcı Drama, Güvenlik, Kamera, Yemek, Yabancı Dil, Kodlama, Bahce, Çocuk Parkı
Kardelen Psikoloji, Eğitim ve Dnş;Kartal / İstanbul;kurum_galeri/kardelenpsikolojieğitimvednş_1770962116.jpg;+905520012536;iletisim@oyungruplari.com;Kardelen Psikoloji Eğitim & Danışmanlık Merkezi bünyesinde çalışan alanında uzman psikologlar ile çocuk, ergen ve kadınlara yönelik bireysel ve grup çalışmaları yapan merkezdir.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yaratıcı Drama, Güvenlik, Montesorri, Aile Daışmanı, Psikolojik
Bambi Çocuk Atölyesi;Isparta Merkez / Isparta;kurum_galeri/bambiçocukatölyesi_1770962117.jpg;+905011423092;iletisim@oyungruplari.com;16 aydan 5 yaşa kadar oyun gruplarımız ile çocukların akranları ile sosyalleşmesi ve bunun yanında bilişsel, sosyal ve fiziksel gelişimlerinin desteklenmesini amaçlıyoruz. Günlük yaşam becerileri, dil gelişimi, ince ve kaba motor becerilerini geliştirici etkinlikler hazırlamaktayız. Duyusal etkinlikler, ritim çalışmaları, boyama-kesme aktiviteleri, serbest oyun zamanı olarak bir atölyede birden uyarana yer vermekteyiz. Oyun grupları Kreş ve anaokulu öncesi çocuklarımızın ebeveynden bağımsızlaşmasını kolaylaştırmaktadır.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Jimnastik, Dans, Muzik, Orff, Yaratıcı Drama, Kamera, Montesorri, Waldorf, Reggio Emilia, Yabancı Dil, Satranç, Bahce, Çocuk Parkı
Nisan Psikoloji Merkezi;Çankaya / Ankara;kurum_galeri/nisanpsikolojimerkezi_1770962118.jpg;+905412804994;iletisim@oyungruplari.com;Nisan Psikoloji Merkezi  olarak Ankara Çankaya bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Çankaya oyun grubu. Ankara oyun grupları.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga, Yaratıcı Drama, Güvenlik, Montesorri, Aile Daışmanı, Psikolojik
Başakşehir Hane Oyun Grubu;Başakşehir / İstanbul;kurum_galeri/başakşehirhaneoyungrubu_1770962120.jpg;+905318846200;iletisim@oyungruplari.com;Başakşehir Hane Oyun Grubu ve Çocuk Atölyeleri Başakşehir’in kalbinde, 10-60 ay arası çocuklar için özel olarak tasarlanan keşif, oyun ve öğrenme alanımıza hoş geldiniz! Hane Atölye olarak, çocuklarımızın gelişim süreçlerini en iyi şekilde desteklemek ve onların doğal meraklarını keşfe dönüştürmek amacıyla özenle hazırladığımız oyun grupları ve atölye çalışmaları ile hizmetinizdeyiz. Her çocuğun bireysel gelişim ihtiyaçlarına duyarlılık gösteriyoruz. Psikolog destekli oyun gruplarımızda, uzman eğitmenler ve deneyimli psikologlarımız eşliğinde, çocuklar hem eğlenceli hem de güvenli bir ortamda sosyalleşiyor, yaşlarına uygun oyun ve aktivitelerle sosyal ve duygusal becerilerini güçlendiriyor. Sanattan bilime, doğa keşiflerinden müziğe kadar uzanan geniş kapsamlı atölyelerimizde ise çocuklar yaratıcılıklarını geliştirme ve özgüven kazanmaları için teşvik ediliyor. Hane Atölye olarak ebeveynleri de sürece dahil ediyoruz. Psikolog desteğimiz kapsamında, her ayın sonunda yapılan gelişim tarama testleri ile çocuğunuzun gelişim sürecini bilimsel verilerle izliyor, sonuçları sizlerle paylaşıyoruz. Böylece, her çocuk için kişiye özel bir gelişim planı oluşturma imkânı sunuyor ve ailelerin çocuklarının ihtiyaçları hakkında bilinçlenmesine yardımcı oluyoruz. Çocuklarımızın sağlıklı, mutlu ve keşfetmeye açık bir ortamda büyümeleri için Başakşehir’de aile sıcaklığında bir buluşma noktası olan Hane Atölye’de sizleri de aramızda görmekten mutluluk duyarız!;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Muzik, Orff, Güvenlik, Servis Ögretmeni, Yemek, Montesorri, Kodlama, Bahce, Çocuk Parkı, Konferans, Psikolojik
